출처,접수번호,성명,생년월일,생년월일_원본,성별,성별_원본,연락처,연락처_원본,최종학력,자격증,시험지역,시험장,시험일자,시험일자_원본,교시_원본,수수료,감면유형,감면유형_원본,감면금액,최종결제금액,결제수단,결제수단_원본,결제상태,결제상태_원본,접수상태,접수상태_원본,접수일시,접수일시_원본,사용맥락,등급,시험유형,회차,시험구분,응시자격유형,시험연도,차수,1차합격여부,시험과목,교육기관,교육수료번호,교육수료일,교육수료일_원본,교육이수시간,사진검증,확인필요
국가기술,DN2026612664,박두만,1930-06-19,1930-06-19,남,남,010-1052-6314,010-1052-6314,무학,한식조리기능사,울산,울산시험장,2026-10-06,2026-10-06,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-12 12:34,2026-08-12 12:34:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026078890,구정자,1929-05-22,1929-05-22,여,여,010-1787-7524,010-1787-7524,중학교졸업,한식조리기능사,세종,세종시험장,2026-09-01,2026-09-01,5,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-08 14:28,2026-08-08 14:28:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026991573,구말자,1941-04-15,1941-04-15,여,여,010-9520-4604,010-9520-4604,전문대졸,한식조리기능사,강원,춘천시험장,2026-10-12,2026-10-12,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-07 18:46,2026-08-07 18:46:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026301775,조명자,1950-08-17,1950-08-17,여,여,010-1820-5845,010-1820-5845,대학원졸,굴착기운전기능사,강원,춘천시험장,2026-10-07,2026-10-07,5,14500,기초생활수급자,기초생활수급자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-15 22:53,2026-08-15 22:53:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026717864,구선옥,1960-08-20,1960-08-20,여,여,010-1564-2754,010-1564-2754,초등학교졸업,한식조리기능사,경북,포항시험장,2026-11-16,2026-11-16,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-10 12:43,2026-08-10 12:43:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026659248,김정순,1941-02-04,1941-02-04,여,여,010-9726-9319,010-9726-9319,중학교졸업,지게차운전기능사,인천,인천시험장,2026-09-18,2026-09-18,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-01 14:21,2026-08-01 14:21:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026402462,송재호,1933-06-21,1933-06-21,남,남,010-2416-7608,010-2416-7608,고등학교졸업,한식조리기능사,강원,춘천시험장,2026-11-07,2026-11-07,5,14500,국가유공자,국가유공자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-18 10:53,2026-08-18 10:53:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026639081,허태호,1939-08-12,1939-08-12,남,남,010-8909-5270,010-8909-5270,초등학교졸업,한식조리기능사,대구,대구시험장,2026-10-13,2026-10-13,5,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-05 16:54,2026-08-05 16:54:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026070621,우영호,1938-09-13,1938-09-13,남,남,010-1855-7968,010-1855-7968,고등학교졸업,굴착기운전기능사,인천,인천시험장,2026-10-02,2026-10-02,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-13 10:34,2026-08-13 10:34:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026039851,정성호,1959-07-15,1959-07-15,남,남,010-7461-3864,010-7461-3864,무학,전기기능사,울산,울산시험장,2026-10-01,2026-10-01,2,14500,없음,없음,0,14500,계좌이체,계좌이체,환불,환불,취소,취소,2026-08-08 19:22,2026-08-08 19:22:00,복지관,기능사,정기,1,필기,경력,,,,,,,,,,,
국가기술,DN2026634641,김봉숙,1959-09-09,1959-09-09,여,여,010-8778-9953,010-8778-9953,중학교졸업,굴착기운전기능사,서울,서울1시험장,2026-11-05,2026-11-05,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-09 21:10,2026-08-09 21:10:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026407713,최성호,1937-07-07,1937-07-07,남,남,010-2882-9682,010-2882-9682,고등학교졸업,굴착기운전기능사,충남,천안시험장,2026-10-08,2026-10-08,5,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-02 11:23,2026-08-02 11:23:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026965185,송금순,1943-02-04,1943-02-04,여,여,010-9279-1229,010-9279-1229,초등학교졸업,한식조리기능사,광주,광주시험장,2026-09-22,2026-09-22,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-11 09:25,2026-08-11 09:25:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026720126,조상원,1941-07-07,1941-07-07,남,남,010-6736-7582,010-6736-7582,대학교졸,지게차운전기능사,인천,인천시험장,2026-11-14,2026-11-14,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-08 18:25,2026-08-08 18:25:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026035962,하영자,1940-01-17,1940-01-17,여,여,010-1128-6194,010-1128-6194,대학교졸,굴착기운전기능사,제주,제주시험장,2026-09-04,2026-09-04,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-07 16:13,2026-08-07 16:13:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026722614,임철수,1954-08-12,1954-08-12,남,남,010-1370-5657,010-1370-5657,고등학교졸업,전기기능사,세종,세종시험장,2026-10-26,2026-10-26,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-09 19:48,2026-08-09 19:48:00,본인단독,기능사,정기,3,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026856335,유동석,1961-08-28,1961-08-28,남,남,010-7151-4373,010-7151-4373,고등학교졸업,전기기능사,울산,울산시험장,2026-09-23,2026-09-23,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-06 14:20,2026-08-06 14:20:00,본인단독,기능사,정기,3,필기,경력,,,,,,,,,,,
국가기술,DN2026561293,정정순,1952-12-22,1952-12-22,여,여,010-2206-2078,010-2206-2078,전문대졸,전기기능사,전남,순천시험장,2026-10-04,2026-10-04,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-12 22:59,2026-08-12 22:59:00,본인단독,기능사,정기,2,필기,경력,,,,,,,,,,,
국가기술,DN2026443662,심귀순,1933-04-08,1933-04-08,여,여,010-4126-5944,010-4126-5944,전문대졸,한식조리기능사,서울,서울1시험장,2026-11-22,2026-11-22,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-02 21:06,2026-08-02 21:06:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026026378,전순옥,1930-12-19,1930-12-19,여,여,010-1693-8034,010-1693-8034,고등학교졸업,굴착기운전기능사,충북,청주시험장,2026-11-13,2026-11-13,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-06 21:19,2026-08-06 21:19:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026564493,문순옥,1954-07-21,1954-07-21,여,여,010-8690-4048,010-8690-4048,전문대졸,전기기능사,경남,창원시험장,2026-11-15,2026-11-15,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-08 15:07,2026-08-08 15:07:00,가족보조,기능사,정기,2,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026123061,유원호,1962-01-27,1962-01-27,남,남,010-5907-4482,010-5907-4482,고등학교졸업,전기기능사,경기,수원시험장,2026-10-20,2026-10-20,1,14500,차상위계층,차상위계층,7250,7250,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-16 11:07,2026-08-16 11:07:00,본인단독,기능사,정기,1,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026329614,홍재호,1933-03-19,1933-03-19,남,남,010-3761-4561,010-3761-4561,중학교졸업,전기기능사,경기,고양시험장,2026-09-02,2026-09-02,5,14500,장애인,장애인,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-15 22:36,2026-08-15 22:36:00,복지관,기능사,정기,2,필기,비전공자,,,,,,,,,,,
국가기술,DN2026097481,백영호,1934-01-26,1934-01-26,남,남,010-9773-2894,010-9773-2894,고등학교졸업,한식조리기능사,제주,제주시험장,2026-11-02,2026-11-02,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-10 10:52,2026-08-10 10:52:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026236474,오필순,1935-04-27,1935-04-27,여,여,010-8914-8722,010-8914-8722,고등학교졸업,한식조리기능사,세종,세종시험장,2026-11-01,2026-11-01,1,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-12 17:13,2026-08-12 17:13:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026693175,성순옥,1954-02-01,1954-02-01,여,여,010-5913-1092,010-5913-1092,중학교졸업,전기기능사,제주,제주시험장,2026-09-24,2026-09-24,2,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-12 12:35,2026-08-12 12:35:00,복지관,기능사,정기,1,필기,비전공자,,,,,,,,,,,
국가기술,DN2026573159,고일남,1941-08-10,1941-08-10,남,남,010-5182-4499,010-5182-4499,대학교졸,지게차운전기능사,제주,제주시험장,2026-10-14,2026-10-14,3,14500,없음,없음,0,14500,계좌이체,계좌이체,대기,대기,결제대기,결제대기,2026-08-14 09:31,2026-08-14 09:31:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026535018,안순옥,1938-01-25,1938-01-25,여,여,010-7634-8156,010-7634-8156,대학원졸,굴착기운전기능사,광주,광주시험장,2026-11-08,2026-11-08,3,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-07 11:52,2026-08-07 11:52:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026632530,최말순,1933-12-05,1933-12-05,여,여,010-7654-8168,010-7654-8168,고등학교졸업,지게차운전기능사,경북,포항시험장,2026-11-15,2026-11-15,4,14500,장애인,장애인,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-19 11:17,2026-08-19 11:17:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026606107,문영수,1950-06-08,1950-06-08,남,남,010-8258-9524,010-8258-9524,중학교졸업,한식조리기능사,서울,서울남부시험장,2026-11-05,2026-11-05,1,14500,차상위계층,차상위계층,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-13 14:18,2026-08-13 14:18:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026387287,오만수,1952-01-09,1952-01-09,남,남,010-9167-3995,010-9167-3995,고등학교졸업,전기기능사,충북,청주시험장,2026-09-17,2026-09-17,4,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-06 19:59,2026-08-06 19:59:00,본인단독,기능사,정기,1,필기,경력,,,,,,,,,,,
국가기술,DN2026557916,우말순,1937-09-25,1937-09-25,여,여,010-8124-6969,010-8124-6969,대학교졸,한식조리기능사,경기,고양시험장,2026-10-23,2026-10-23,1,14500,차상위계층,차상위계층,7250,7250,신용카드,신용카드,환불,환불,취소,취소,2026-08-17 18:51,2026-08-17 18:51:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026334239,박복남,1952-06-10,1952-06-10,남,남,010-5075-2852,010-5075-2852,고등학교졸업,지게차운전기능사,경남,창원시험장,2026-11-16,2026-11-16,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-04 12:29,2026-08-04 12:29:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026221272,장복순,1964-09-07,1964-09-07,여,여,010-5960-6354,010-5960-6354,초등학교졸업,굴착기운전기능사,경남,창원시험장,2026-09-04,2026-09-04,3,14500,장애인,장애인,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-05 19:31,2026-08-05 19:31:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026515599,류두만,1949-10-14,1949-10-14,남,남,010-9584-9948,010-9584-9948,대학교졸,지게차운전기능사,대구,대구시험장,2026-09-22,2026-09-22,2,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-14 09:31,2026-08-14 09:31:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026431281,구상길,1965-09-08,1965-09-08,남,남,010-2114-2035,010-2114-2035,초등학교졸업,굴착기운전기능사,부산,부산시험장,2026-09-15,2026-09-15,4,14500,기초생활수급자,기초생활수급자,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-18 13:17,2026-08-18 13:17:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026063514,최점순,1945-07-18,1945-07-18,여,여,010-5658-7661,010-5658-7661,고등학교졸업,굴착기운전기능사,경기,고양시험장,2026-10-10,2026-10-10,4,14500,없음,없음,0,14500,계좌이체,계좌이체,환불,환불,취소,취소,2026-08-18 18:08,2026-08-18 18:08:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026122222,장갑수,1962-04-23,1962-04-23,남,남,010-1162-3377,010-1162-3377,대학교졸,지게차운전기능사,전남,순천시험장,2026-10-12,2026-10-12,1,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-19 15:40,2026-08-19 15:40:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026075315,임정자,1933-11-20,1933-11-20,여,여,010-3972-1330,010-3972-1330,고등학교졸업,전기기능사,울산,울산시험장,2026-09-13,2026-09-13,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-04 19:14,2026-08-04 19:14:00,복지관,기능사,정기,1,필기,경력,,,,,,,,,,,
국가기술,DN2026369477,양필호,1933-07-20,1933-07-20,남,남,010-5871-3836,010-5871-3836,전문대졸,지게차운전기능사,충남,천안시험장,2026-09-04,2026-09-04,2,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-05 20:27,2026-08-05 20:27:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026940736,최상원,1953-07-26,1953-07-26,남,남,010-2873-8530,010-2873-8530,중학교졸업,지게차운전기능사,인천,인천시험장,2026-10-08,2026-10-08,4,14500,장애인,장애인,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-04 22:11,2026-08-04 22:11:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026422673,오복남,1966-02-03,1966-02-03,남,남,010-4780-1338,010-4780-1338,초등학교졸업,전기기능사,충남,천안시험장,2026-11-02,2026-11-02,5,14500,차상위계층,차상위계층,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-15 16:57,2026-08-15 16:57:00,가족보조,기능사,정기,1,필기,경력,,,,,,,,,,,
국가기술,DN2026058951,박갑수,1954-11-15,1954-11-15,남,남,010-5878-3858,010-5878-3858,고등학교졸업,한식조리기능사,대전,대전시험장,2026-11-26,2026-11-26,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-03 13:33,2026-08-03 13:33:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026461055,김영호,1931-04-10,1931-04-10,남,남,010-2227-3617,010-2227-3617,중학교졸업,지게차운전기능사,인천,인천시험장,2026-11-18,2026-11-18,5,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-03 13:39,2026-08-03 13:39:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026044398,우복남,1933-10-25,1933-10-25,남,남,010-3981-1847,010-3981-1847,대학교졸,한식조리기능사,경북,포항시험장,2026-09-15,2026-09-15,4,14500,장애인,장애인,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-11 20:10,2026-08-11 20:10:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026691979,남갑수,1935-10-07,1935-10-07,남,남,010-3102-4684,010-3102-4684,중학교졸업,전기기능사,대구,대구시험장,2026-10-16,2026-10-16,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-08 15:30,2026-08-08 15:30:00,복지관,기능사,정기,3,필기,비전공자,,,,,,,,,,,
국가기술,DN2026976955,손병수,1963-10-07,1963-10-07,남,남,010-7762-1226,010-7762-1226,대학교졸,한식조리기능사,경기,고양시험장,2026-11-03,2026-11-03,1,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-11 10:33,2026-08-11 10:33:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026886002,류명자,1940-02-19,1940-02-19,여,여,010-2099-7562,010-2099-7562,무학,굴착기운전기능사,충북,청주시험장,2026-11-21,2026-11-21,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-19 14:04,2026-08-19 14:04:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
