접수번호,성명,생년월일,성별,연락처,최종학력,자격종목,등급,시험유형,회차,시험구분,응시자격유형,시험지역,시험장,시험일자,교시,수수료,감면유형,감면금액,최종결제금액,결제수단,결제상태,접수상태,접수일시,사용맥락
DN2026376505,문복순,1959-09-18,여,010-8819-5423,무학,지게차운전기능사,기능사,상시CBT,,필기,경력,대전,대전시험장,2026-10-25,2,14500,없음,0,14500,신용카드,대기,결제대기,2026-08-06 22:33:00,본인단독
DN2026074475,송춘희,1944-11-14,여,010-2686-1853,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-10-11,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 16:48:00,가족보조
DN2026398477,우근호,1958-11-09,남,010-5375-6720,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-09-15,5,14500,없음,0,14500,가상계좌,환불,취소,2026-08-18 19:37:00,복지관
DN2026472861,최경자,1946-11-04,여,010-4237-7631,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-09-08,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-13 20:03:00,가족보조
DN2026280665,성동석,1942-01-22,남,010-6138-2442,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울1시험장,2026-10-02,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 11:06:00,복지관
DN2026898755,주영자,1956-06-17,여,010-2487-4634,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울2시험장,2026-09-15,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 14:24:00,본인단독
DN2026399902,송영호,1936-04-27,남,010-9679-7438,전문대졸,전기기능사,기능사,정기,2,필기,경력,세종,세종시험장,2026-11-15,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 19:43:00,가족보조
DN2026799442,성복순,1963-09-06,여,010-5056-1835,중학교졸업,전기기능사,기능사,정기,4,필기,비전공자,대전,대전시험장,2026-10-13,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-17 18:19:00,복지관
DN2026492752,허상원,1944-12-12,남,010-4616-1699,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울2시험장,2026-11-17,1,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-12 19:47:00,복지관
DN2026490061,우금순,1936-12-24,여,010-2129-9137,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-11-23,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-05 11:36:00,복지관
DN2026966305,전복순,1966-10-28,여,010-3973-7280,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-09-16,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 19:29:00,본인단독
DN2026757630,최기철,1932-05-22,남,010-9450-5182,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-11-27,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 20:29:00,본인단독
DN2026503570,양만수,1948-11-28,남,010-1894-9253,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-10-18,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 17:17:00,본인단독
DN2026755091,박봉숙,1940-02-03,여,010-7961-8477,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-09-24,1,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-17 09:07:00,본인단독
DN2026016592,권종수,1929-06-28,남,010-8524-6384,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-09-22,5,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-06 14:37:00,본인단독
DN2026346097,심근호,1937-07-14,남,010-2803-5533,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-10-28,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 18:51:00,본인단독
DN2026648162,곽봉숙,1952-04-05,여,010-5982-8958,중학교졸업,전기기능사,기능사,정기,1,필기,관련학과졸업,인천,인천시험장,2026-11-05,1,14500,장애인,7250,7250,가상계좌,완료,접수완료,2026-08-02 22:11:00,복지관
DN2026180333,강태호,1950-06-05,남,010-4838-7527,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울2시험장,2026-10-08,4,14500,없음,0,14500,계좌이체,환불,취소,2026-08-18 12:52:00,복지관
DN2026603804,송계순,1945-06-01,여,010-8758-6840,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-11-16,3,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-13 16:14:00,가족보조
DN2026784968,정태호,1961-06-02,남,010-9873-9698,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-09-09,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 18:52:00,가족보조
DN2026840312,심계순,1957-12-14,여,010-6743-6357,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-11-10,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 18:19:00,복지관
DN2026103551,양갑수,1962-06-04,남,010-3810-7132,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울1시험장,2026-09-09,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 21:47:00,복지관
DN2026723020,윤원호,1942-10-17,남,010-1968-5244,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,서울,서울남부시험장,2026-11-11,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 17:47:00,본인단독
DN2026698244,유필호,1966-09-13,남,010-3204-4934,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-09-22,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 09:29:00,가족보조
DN2026629842,노태호,1940-02-25,남,010-6669-8148,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-09-13,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-04 21:06:00,가족보조
DN2026588943,곽만복,1947-08-05,남,010-7043-3022,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경기,수원시험장,2026-10-01,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 16:09:00,복지관
DN2026064681,양옥분,1959-10-12,여,010-6146-5475,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-10-22,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-04 22:46:00,복지관
DN2026320544,민상원,1949-05-27,남,010-5653-9980,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-11-09,5,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-09 17:05:00,가족보조
DN2026523838,전일남,1962-10-11,남,010-4540-8163,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,대구,대구시험장,2026-10-26,2,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-08 17:13:00,본인단독
DN2026181554,송필호,1930-07-03,남,010-1710-2158,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,강원,춘천시험장,2026-09-21,1,14500,없음,0,14500,신용카드,환불,취소,2026-08-19 14:06:00,복지관
DN2026261963,박순옥,1963-05-24,여,010-6677-8118,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-11-04,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-05 11:04:00,가족보조
DN2026714656,허정자,1932-03-06,여,010-8402-5986,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-10-08,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-18 19:08:00,본인단독
DN2026155135,노병수,1947-06-20,남,010-2208-7817,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충남,천안시험장,2026-10-17,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 17:06:00,복지관
DN2026628338,박용기,1964-09-24,남,010-8971-5837,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-09-21,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 13:24:00,복지관
DN2026623085,문계순,1965-08-05,여,010-1919-3367,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,부산,부산시험장,2026-11-18,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-08 22:49:00,복지관
DN2026935590,곽기철,1958-12-26,남,010-2500-1754,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-07,1,14500,없음,0,14500,신용카드,환불,취소,2026-08-04 22:18:00,복지관
DN2026675911,곽원호,1931-10-17,남,010-6725-9950,고등학교졸업,전기기능사,기능사,정기,4,필기,관련학과졸업,울산,울산시험장,2026-09-24,3,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-14 18:37:00,가족보조
DN2026460365,신일남,1940-02-19,남,010-3224-5716,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-10-25,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-04 12:12:00,복지관
DN2026325858,김광수,1930-06-10,남,010-4216-5966,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-10-12,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-18 19:54:00,복지관
DN2026508270,이옥분,1949-12-07,여,010-3616-7787,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-10-12,1,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-14 15:59:00,복지관
DN2026532773,정춘희,1935-02-25,여,010-7021-3016,초등학교졸업,전기기능사,기능사,정기,2,필기,경력,울산,울산시험장,2026-10-14,2,14500,장애인,7250,7250,신용카드,대기,결제대기,2026-08-05 15:21:00,본인단독
DN2026922459,노순옥,1948-09-06,여,010-3183-6359,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,대구,대구시험장,2026-10-26,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 15:42:00,가족보조
DN2026681472,오영숙,1949-03-04,여,010-1022-2487,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-11-10,1,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-10 12:15:00,가족보조
DN2026961848,김경자,1954-05-04,여,010-3159-5984,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-11-11,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 22:26:00,본인단독
DN2026290278,배필순,1937-10-09,여,010-1926-9525,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경기,수원시험장,2026-11-24,5,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-01 10:52:00,복지관
DN2026109090,양선옥,1942-01-05,여,010-9272-5581,대학교졸,전기기능사,기능사,정기,3,필기,관련학과졸업,울산,울산시험장,2026-11-01,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 16:39:00,복지관
DN2026006040,곽영자,1963-07-04,여,010-3862-6949,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-09-06,3,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-17 21:23:00,본인단독
DN2026899072,유계순,1933-07-15,여,010-1364-5815,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-09-05,4,14500,장애인,7250,7250,신용카드,대기,결제대기,2026-08-17 15:53:00,본인단독
DN2026910849,강기철,1935-11-11,남,010-2590-7955,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-09-22,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 11:45:00,본인단독
DN2026045964,홍동석,1928-01-19,남,010-6666-4916,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-11-13,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 18:46:00,본인단독
DN2026124557,장만수,1932-11-27,남,010-4456-9895,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-09-07,4,14500,없음,0,14500,신용카드,환불,취소,2026-08-17 22:20:00,본인단독
DN2026089941,백정순,1939-03-08,여,010-1029-9142,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-09-01,1,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-03 14:35:00,가족보조
DN2026091956,임정호,1947-09-09,남,010-6325-6748,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,인천,인천시험장,2026-11-14,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 17:49:00,본인단독
